Artista,Seguidores,Likes totales,Fecha y Hora,Duración,Visualizaciones,Likes,Comentarios,Compartido,Caption,Palabras en Caption,Hashtags,Número de hashtags
Bobby Pulido,73400,416500,2024-04-26 19:28:39,33,49000,2401,141,81,Thank You San Antonio and PACfest! #FiestaSanAntonio #Fiesta #TejanoAndProud #BobbyPulido #MyBirthday #HappyBirthday #ParaTi #Fyp #Viral #ThankYou #SanAntonio ,17,"['#FiestaSanAntonio', '#Fiesta', '#TejanoAndProud', '#BobbyPulido', '#MyBirthday', '#HappyBirthday', '#ParaTi', '#Fyp', '#Viral', '#ThankYou', '#SanAntonio']",11
Bobby Pulido,73400,416500,2024-04-25 14:43:51,29,297800,21500,1443,700,Thanks for all the bday love!! 🫶🏽 #BobbyPulido #HappyBirthday #TejanoAndProud #Texas #Fyp #ParaTi,13,"['#BobbyPulido', '#HappyBirthday', '#TejanoAndProud', '#Texas', '#Fyp', '#ParaTi']",6
Bobby Pulido,73400,416500,2024-04-21 17:36:29,69,62700,3275,156,248,Check out The Long Game in theaters now!  #Golf #NewMovie #TrueStory #DelRio #BobbyPulido #DareToDream #TheLongGameMovie #Fyp #ParaTi ,17,"['#Golf', '#NewMovie', '#TrueStory', '#DelRio', '#BobbyPulido', '#DareToDream', '#TheLongGameMovie', '#Fyp', '#ParaTi']",9
Grupo Intocable,318100,2000000,2024-09-21 10:21:06,45,6155,376,17,9,"¡Gracias, Spartanburg!  #intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",15,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']",12
Grupo Intocable,318100,2000000,2024-09-18 20:32:27,59,5750,444,24,9,"Atlanta, Georgia 🎶 🗓 Fecha: Sábado 21 de Septiembre 📍 Lugar: Cobb Energy Performing Arts Centre #intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔷",29,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']",12
Grupo Intocable,318100,2000000,2024-09-17 20:59:05,28,20900,2329,50,67,"Lo que se vivió en Saltillo ❤️ Aquí te dejamos las próximas fechas de nuestras presentaciones en Septiembre 🔥🎶 20 SEPTIEMBRE - SPARTANBURG, SC. 21 SEPTIEMBRE - ATLANTA, GA. 25 SEPTIEMBRE - DES MOINES, IA. 26 SEPTIEMBRE - WICHITA, KS. 27 SEPTIEMBRE - DENVER, CO. 28 SEPTIEMBRE - SALT LAKE CITY, UT. #intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",65,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']",12
Grupo Intocable,318100,2000000,2024-09-14 14:51:57,29,20200,2346,37,79,"¡Gracias Tampico, Tamaulipas! 🙏🏽❤️ #intocable #tampico #tamaulipas #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable",18,"['#intocable', '#tampico', '#tamaulipas', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']",14
Grupo Intocable,318100,2000000,2024-09-12 21:42:49,33,24600,2009,41,14,"Después de un gran ensayo, ¡seguimos con la gira! 🎶  #grupointocable #30aniversario #tour2024 #foryou #norteno ",15,"['#grupointocable', '#30aniversario', '#tour2024', '#foryou', '#norteno']",5
Grupo Intocable,318100,2000000,2024-09-05 12:02:00,90,8774,964,41,30,Throwback Thursday/Jueves Del Recuerdo Top 3: Comenta tus tres Favoritas 💥 #intocable #30aniversario #throwback #top3 #tour #mexico #usa #parati #tour2024 #latinmusic #acordeón #gabbanelli #drums #bajoquinto #bass #bajosexto #congas #soundcheck #musica #viral #parati #concierto #envivo #gracias #grupointocable 🔹,37,"['#intocable', '#30aniversario', '#throwback', '#top3', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#acordeón', '#gabbanelli', '#drums', '#bajoquinto', '#bass', '#bajosexto', '#congas', '#soundcheck', '#musica', '#viral', '#parati', '#concierto', '#envivo', '#gracias', '#grupointocable']",25
Grupo Intocable,318100,2000000,2024-08-31 13:58:45,12,7689,430,11,2,Gracias  @Gloria Trevi ❤️ 30 Aniversario 🙏🏽 #intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable🔹,19,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']",12
Grupo Intocable,318100,2000000,2024-08-30 14:36:58,49,9047,803,35,25,"30 aniversario Tour 2024 13 SEPTIEMBRE - TAMPICO, TAM. 15 SEPTIEMBRE - SALTILLO, COAH. 20 SEPTIEMBRE - SPARTANBURG, SC 21 SEPTIEMBRE - ATLANTA, GA 22 SEPTIEMBRE - DES MOINES, IA 26 SEPTIEMBRE - WICHITA, KS 27 SEPTIEMBRE - DENVER, CO 28 SEPTIEMBRE - SALT LAKE CITY, UT #intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",60,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']",12
Grupo Intocable,318100,2000000,2024-08-26 20:27:56,18,19400,1018,43,13,Gracias @Bobby Pulido✳  30 Aniversario 🙏🏽  #intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #bobbypulido #concierto #envivo #gracias #grupointocable🔹,19,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#bobbypulido', '#concierto', '#envivo', '#gracias', '#grupointocable']",13
Grupo Intocable,318100,2000000,2024-08-22 16:07:44,95,13700,931,13,99,Throwback Thursday/Jueves Del Recuerdo: 2013 Te Amo (Para Siempre)  30 aniversario Tour 2024  #intocable #30aniversario #tbt #teamoparasiempre  #tour #mexico #usa #parati #tour2024 #latinmusic #acordeón #gabbanelli #drums #bajoquinto #bass #bajosexto #congas #soundcheck #musica #viral #parati #concierto #envivo #gracias #grupointocable 🔹,39,"['#intocable', '#30aniversario', '#tbt', '#teamoparasiempre', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#acordeón', '#gabbanelli', '#drums', '#bajoquinto', '#bass', '#bajosexto', '#congas', '#soundcheck', '#musica', '#viral', '#parati', '#concierto', '#envivo', '#gracias', '#grupointocable']",25
Grupo Intocable,318100,2000000,2024-08-20 21:57:51,1577,12400,802,32,55,Ceremonia de Museo de Grammys en Los Angeles California (Live)   ##intocable##puebla##30aniversario##tour##mexico##usa##parati##tour2024##latinmusic##concierto##envivo##gracias##grupointocable,11,"['#intocable', '#puebla', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']",13
Grupo Intocable,318100,2000000,2024-08-16 17:19:07,27,8113,490,13,3,"¡Un agradecimiento inmenso, Heraclio García Los Huracanes del Norte , por acompañarnos en esta celebración tan especial!  #intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #envivo #gracias #grupointocable 🔹",30,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#envivo', '#gracias', '#grupointocable']",12
Grupo Intocable,318100,2000000,2024-08-15 17:33:55,56,5621,373,17,16,Throwback Thursday/Jueves Del Recuerdo: 1995 La Mentira  30 aniversario Tour 2024 #intocable #30aniversario #lamentira  #tour #mexico #usa #parati #tour2024 #latinmusic #acordeón #gabbanelli #drums #bajoquinto #bass #bajosexto #congas #soundcheck #musica #viral #parati #concierto #envivo #gracias #grupointocable 🔹,36,"['#intocable', '#30aniversario', '#lamentira', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#acordeón', '#gabbanelli', '#drums', '#bajoquinto', '#bass', '#bajosexto', '#congas', '#soundcheck', '#musica', '#viral', '#parati', '#concierto', '#envivo', '#gracias', '#grupointocable']",24
Grupo Intocable,318100,2000000,2024-08-13 18:24:42,57,10600,723,26,6,¡Gracias!  TONY DANDRADES por ser parte de esta gran celebración! 30 Aniversario  #intocable #gracias #30aniversario #foryou #parati ,17,"['#intocable', '#gracias', '#30aniversario', '#foryou', '#parati']",5
Grupo Intocable,318100,2000000,2024-08-12 19:01:28,49,18300,1173,19,45,"Tanto que te quería ❤️‍🩹 Tanto, que no me lo creías 🎶 Modus Operandi (álbum): Mi Alma Rota (Tanto)  #intocable #30aniversario #tour #mexico #usa #parati #tour2024 #latinmusic #concierto #musica #norteño #envivo #gracias #fyp  #foryou #grupointocable 🔹",36,"['#intocable', '#30aniversario', '#tour', '#mexico', '#usa', '#parati', '#tour2024', '#latinmusic', '#concierto', '#musica', '#norteño', '#envivo', '#gracias', '#fyp', '#foryou', '#grupointocable']",16
Los Tucanes de Tijuana,1400000,12100000,2024-10-03 18:03:31,24,5143,428,19,2,😂🙈 Apemas asi me hizo caso mi Che. 😂🤣🙈 @Adriana Quintero ,11,[],0
Los Tucanes de Tijuana,1400000,12100000,2024-10-03 13:42:46,30,4596,388,9,4,"El Viernes 11 Oct 2024 en Laughlin, NV en el @harrahslaughlin casino en el Río Vista Amphitheatre #lostucanesdetijuana y nuestro invitado @tapyquintero Compra tus boletos ya en @ticketmaster No te quedes fuera y sigamos haciendo historia juntos!",37,['#lostucanesdetijuana'],1
Los Tucanes de Tijuana,1400000,12100000,2024-10-02 11:27:15,17,6526,383,14,1,"La vieja que no baile, yo la pongo a bailar🕺🏻💃 #LosTucanesDeTijuana #YoLasPongo ",12,"['#LosTucanesDeTijuana', '#YoLasPongo']",2
Los Tucanes de Tijuana,1400000,12100000,2024-10-01 17:40:58,39,12400,1165,49,10,"¡Tucaniza! Los invitamos a ver el documental #GENMEX, disponible exclusivamente en @Amazon Music @amazonmusiclatin ",14,['#GENMEX'],1
Los Tucanes de Tijuana,1400000,12100000,2024-10-01 16:48:39,15,44100,2911,63,24,#LosTucanesDeTijuana #ElChavo @Alfredo zurdo tucanes ,5,"['#LosTucanesDeTijuana', '#ElChavo']",2
Los Tucanes de Tijuana,1400000,12100000,2024-09-30 22:09:18,29,1100000,28100,260,1471,"Sábado 12 Oct 2024 en Maricopa, AZ., en el @harrahsakchin #lostucanesdetijuana y nuestro invitado Especial @tapyquintero Boletos en @ticketmaster",19,['#lostucanesdetijuana'],1
Los Tucanes de Tijuana,1400000,12100000,2024-09-30 20:33:41,16,10100,846,18,2,Vive La Experiencia - Tucanes Time Tour,7,[],0
Los Tucanes de Tijuana,1400000,12100000,2024-09-25 22:54:24,83,36800,1868,59,31,4 años consecutivos que nos toca estar en el fin de semana de la Herencia Hispana en el Petco Park Stadium de los @Padres muchas gracias Tucaniza de San Diego California! #LosTucanesDeTijuana #TucanesTime ,33,"['#LosTucanesDeTijuana', '#TucanesTime']",2
Los Tucanes de Tijuana,1400000,12100000,2024-09-24 21:21:16,72,45300,2393,53,45,Denver Colorado muchas gracias la pasamos de maravilla! Nos veremos a la proxima! #LosTucanesDeTijuana #TucanesTime ,15,"['#LosTucanesDeTijuana', '#TucanesTime']",2
Los Tucanes de Tijuana,1400000,12100000,2024-09-23 04:01:56,75,34900,1552,26,58,"Asi se vivió el cierre del fin de semana de La Herencia  Hispana en San Diego, CA., en el @Petco Park Stadium @Padres La Chona puso a bailar tanto al público como a los jugadores de Los Padres! Seguimos haciendo historia juntos mi Tucaniza! 🙏🕺👏🤝",45,[],0
Los Tucanes de Tijuana,1400000,12100000,2024-09-23 03:52:31,23,914900,70700,127,629,😂😂👏👏 Que maravilla y que emoción nos da ver este tipo de videos! 👏🙏✅,14,[],0
Los Tucanes de Tijuana,1400000,12100000,2024-09-23 03:49:21,96,40500,2545,40,95,Wow! Que maravilla y que detalle tan más agradable de paerte de los maestros de @metallica! Que honor y que orgullo para nosotros! 🙏👏👏🕺🕺🤝🤝🙌,24,[],0
Los Tucanes de Tijuana,1400000,12100000,2024-09-21 15:42:18,41,430400,21400,175,362,#SangrePotosina 🎵 #LosTucanesDeTijuana,3,"['#SangrePotosina', '#LosTucanesDeTijuana']",2
Los Tucanes de Tijuana,1400000,12100000,2024-09-20 18:13:18,30,151600,7946,98,452,Ya esta disponible el Video Oficial “Sangre Potosina” por el canal oficial de YouTube 🎥 / LosTucanesTV,17,[],0
Los Tucanes de Tijuana,1400000,12100000,2024-09-18 23:04:51,109,51000,3214,56,75,"Gracias por acompañarnos en la Expo de Nuevo Laredo, Tamaulipas el Domingo mi Tucaniza! #LosTucanesDeTijuana #TucanesTime",16,"['#LosTucanesDeTijuana', '#TucanesTime']",2
Los Tucanes de Tijuana,1400000,12100000,2024-09-18 19:06:55,87,97200,5814,44,63,"Una noche llena de Tucanazos en el Smart Financial Centre de Houston, Texas gracias por seguir haciendo historia con nosotros mi gente! Nos veremos pronto de nuevo! #LosTucanesDeTijuana #TucanesTime ",29,"['#LosTucanesDeTijuana', '#TucanesTime']",2
Los Tucanes de Tijuana,1400000,12100000,2024-09-15 20:45:49,64,40500,1948,26,59,"Gracias a toda la Tucaniza de San Antonio, Texas por acompañarnos el pasado viernes en el Majestic Theatre  #LosTucanesDeTijuana #TucanesTime ",20,"['#LosTucanesDeTijuana', '#TucanesTime']",2
Los Tucanes de Tijuana,1400000,12100000,2024-09-15 02:36:20,21,40500,2874,21,5,#LaChona nunca falta en los grandes eventos! #lostucanesdetijuana ,8,"['#LaChona', '#lostucanesdetijuana']",2
Los Tucanes de Tijuana,1400000,12100000,2024-09-13 12:15:08,59,88400,6922,70,365,Mi grupo son Los Tucanes.. #ElChavo una colaboración con nuestro compa El Fantasma!,13,['#ElChavo'],1
Los Tucanes de Tijuana,1400000,12100000,2024-09-12 15:00:11,23,82900,6719,49,237,Ya no hay lucha ni hay remedio solo puras borracheras🍻 #LosTucanesDeTijuana,11,['#LosTucanesDeTijuana'],1
